state,grade,level,standard_id,standard_text,lesson_id,lesson_title,ref_type,is_flagged,raw_ref,source_file
ccss,1,domain,1.G,Geometry,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,cluster,1.G.A,Reason with shapes and their attributes.,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",G1-M6-L10,Reason about equal and not equal shares.,lesson,FALSE,1 M6 Lesson 10: Reason about equal and not equal shares.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",G1-M6-L11,Name equal shares as halves or fourths.,lesson,FALSE,1 M6 Lesson 11: Name equal shares as halves or fourths.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",G1-M6-L12,"Partition shapes into halves, fourths, and quarters.",lesson,FALSE,"1 M6 Lesson 12: Partition shapes into halves, fourths, and quarters.",Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",G1-M6-L13,Relate the number of equal shares to the size of the shares.,lesson,FALSE,1 M6 Lesson 13: Relate the number of equal shares to the size of the shares.,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.MD,Measurement and Data,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.MD,Measurement and Data,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.MD,Measurement and Data,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,cluster,1.MD.A,Measure lengths indirectly and by iterating length units.,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.A.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.,G1-M4-L5,Measure and compare lengths.,lesson,FALSE,1 M4 Lesson 5: Measure and compare lengths.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.A.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.,G1-M4-L6,Measure and order lengths.,lesson,FALSE,1 M4 Lesson 6: Measure and order lengths.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.A.2,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps.",G1-M4-L10,Compare to find how much longer.,lesson,FALSE,1 M4 Lesson 10: Compare to find how much longer.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.A.2,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps.",G1-M4-L11,Compare to find how much shorter.,lesson,FALSE,1 M4 Lesson 11: Compare to find how much shorter.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.A.2,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps.",G1-M4-L14,Measure to find patterns.,lesson,FALSE,1 M4 Lesson 14: Measure to find patterns.,Connecticut grade 1 Alignment Guide.docx
ccss,1,cluster,1.MD.B,Tell and write time.,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.B.3,Tell and write time in hours and half-hours using analog and digital clocks.,G1-M5-L1,Tell time to the hour and half hour by using digital and analog clocks.,lesson,FALSE,1 M5 Lesson 1: Tell time to the hour and half hour by using digital and analog clocks.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.B.3,Tell and write time in hours and half-hours using analog and digital clocks.,G1-M6-L14,Tell time to the half hour with the term half past.,lesson,FALSE,1 M6 Lesson 14: Tell time to the half hour with the term half past.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.B.3,Tell and write time in hours and half-hours using analog and digital clocks.,G1-M6-L15,Reason about the location of the hour hand to tell time.,lesson,FALSE,1 M6 Lesson 15: Reason about the location of the hour hand to tell time.,Connecticut grade 1 Alignment Guide.docx
ccss,1,cluster,1.MD.C,Represent and interpret data.,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",G1-M1-L2,Organize and represent data to compare two categories.,lesson,FALSE,1 M1 Lesson 2: Organize and represent data to compare two categories.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",G1-M1-L3,Sort to represent and compare data with three categories.,lesson,FALSE,1 M1 Lesson 3: Sort to represent and compare data with three categories.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",G1-M1-L4,Find the total number of data points and compare categories in a picture graph.,lesson,FALSE,1 M1 Lesson 4: Find the total number of data points and compare categories in a picture graph.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",G1-M1-L5,Organize and represent categorical data.,lesson,FALSE,1 M1 Lesson 5: Organize and represent categorical data.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",G1-M1-L6,Use tally marks to represent and compare data.,lesson,FALSE,1 M1 Lesson 6: Use tally marks to represent and compare data.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",G1-M2-L23,Compare categories in a graph to figure out how many more.,lesson,FALSE,1 M2 Lesson 23: Compare categories in a graph to figure out how many more.,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.NBT,Number and Operations in Base Ten,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.NBT,Number and Operations in Base Ten,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.NBT,Number and Operations in Base Ten,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,cluster,1.NBT.A,Extend the counting sequence.,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.A.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",G1-M3-L15,Count and record a collection of objects.,lesson,FALSE,1 M3 Lesson 15: Count and record a collection of objects.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.A.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",G1-M3-L16,Identify ten as a unit.,lesson,FALSE,1 M3 Lesson 16: Identify ten as a unit.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.A.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",G1-M5-L2,Count a collection and record the total in units of tens and ones.,lesson,FALSE,1 M5 Lesson 2: Count a collection and record the total in units of tens and ones.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.A.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",G1-M5-L3,Recognize the place value of digits in a two-digit number.,lesson,FALSE,1 M5 Lesson 3: Recognize the place value of digits in a two-digit number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.A.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",G1-M5-L5,Reason about equivalent representations of a number.,lesson,FALSE,1 M5 Lesson 5: Reason about equivalent representations of a number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,cluster,1.NBT.B,Understand place value.,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,G1-M1-L12,Count on from 10 to find an unknown total.,lesson,FALSE,1 M1 Lesson 12: Count on from 10 to find an unknown total.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,G1-M4-L8,Draw to represent a length measurement.,lesson,FALSE,1 M4 Lesson 8: Draw to represent a length measurement.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,G1-M4-L9,Represent a total length as units of tens and ones.,lesson,FALSE,1 M4 Lesson 9: Represent a total length as units of tens and ones.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,G1-M5-L2,Count a collection and record the total in units of tens and ones.,lesson,FALSE,1 M5 Lesson 2: Count a collection and record the total in units of tens and ones.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,G1-M5-L3,Recognize the place value of digits in a two-digit number.,lesson,FALSE,1 M5 Lesson 3: Recognize the place value of digits in a two-digit number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,G1-M5-L4,Represent a number in multiple ways by trading 10 ones for a ten.,lesson,FALSE,1 M5 Lesson 4: Represent a number in multiple ways by trading 10 ones for a ten.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,G1-M5-L5,Reason about equivalent representations of a number.,lesson,FALSE,1 M5 Lesson 5: Reason about equivalent representations of a number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,G1-M5-L8,Use place value reasoning to write and compare 2 two-digit numbers.,lesson,FALSE,1 M5 Lesson 8: Use place value reasoning to write and compare 2 two-digit numbers.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.a,10 can be thought of as a bundle of ten ones — called a “ten.”,G1-M3-L15,Count and record a collection of objects.,lesson,FALSE,1 M3 Lesson 15: Count and record a collection of objects.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.a,10 can be thought of as a bundle of ten ones — called a “ten.”,G1-M3-L16,Identify ten as a unit.,lesson,FALSE,1 M3 Lesson 16: Identify ten as a unit.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.a,10 can be thought of as a bundle of ten ones — called a “ten.”,G1-M4-L8,Draw to represent a length measurement.,lesson,FALSE,1 M4 Lesson 8: Draw to represent a length measurement.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.a,10 can be thought of as a bundle of ten ones — called a “ten.”,G1-M4-L9,Represent a total length as units of tens and ones.,lesson,FALSE,1 M4 Lesson 9: Represent a total length as units of tens and ones.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.a,10 can be thought of as a bundle of ten ones — called a “ten.”,G1-M5-L2,Count a collection and record the total in units of tens and ones.,lesson,FALSE,1 M5 Lesson 2: Count a collection and record the total in units of tens and ones.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.a,10 can be thought of as a bundle of ten ones — called a “ten.”,G1-M5-L3,Recognize the place value of digits in a two-digit number.,lesson,FALSE,1 M5 Lesson 3: Recognize the place value of digits in a two-digit number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.a,10 can be thought of as a bundle of ten ones — called a “ten.”,G1-M5-L5,Reason about equivalent representations of a number.,lesson,FALSE,1 M5 Lesson 5: Reason about equivalent representations of a number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M1-L12,Count on from 10 to find an unknown total.,lesson,FALSE,1 M1 Lesson 12: Count on from 10 to find an unknown total.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M3-L16,Identify ten as a unit.,lesson,FALSE,1 M3 Lesson 16: Identify ten as a unit.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M3-L17,Add a two-digit number and a one-digit number.,lesson,FALSE,1 M3 Lesson 17: Add a two-digit number and a one-digit number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M3-L18,Subtract a one-digit number from a two-digit number.,lesson,FALSE,1 M3 Lesson 18: Subtract a one-digit number from a two-digit number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M3-L19,Solve take from with change unknown problems with totals in the teens.,lesson,FALSE,1 M3 Lesson 19: Solve take from with change unknown problems with totals in the teens.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M4-L8,Draw to represent a length measurement.,lesson,FALSE,1 M4 Lesson 8: Draw to represent a length measurement.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M4-L9,Represent a total length as units of tens and ones.,lesson,FALSE,1 M4 Lesson 9: Represent a total length as units of tens and ones.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M5-L4,Represent a number in multiple ways by trading 10 ones for a ten.,lesson,FALSE,1 M5 Lesson 4: Represent a number in multiple ways by trading 10 ones for a ten.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",G1-M5-L5,Reason about equivalent representations of a number.,lesson,FALSE,1 M5 Lesson 5: Reason about equivalent representations of a number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",G1-M3-L17,Add a two-digit number and a one-digit number.,lesson,FALSE,1 M3 Lesson 17: Add a two-digit number and a one-digit number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",G1-M3-L18,Subtract a one-digit number from a two-digit number.,lesson,FALSE,1 M3 Lesson 18: Subtract a one-digit number from a two-digit number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",G1-M3-L19,Solve take from with change unknown problems with totals in the teens.,lesson,FALSE,1 M3 Lesson 19: Solve take from with change unknown problems with totals in the teens.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",G1-M5-L4,Represent a number in multiple ways by trading 10 ones for a ten.,lesson,FALSE,1 M5 Lesson 4: Represent a number in multiple ways by trading 10 ones for a ten.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",G1-M5-L5,Reason about equivalent representations of a number.,lesson,FALSE,1 M5 Lesson 5: Reason about equivalent representations of a number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",G1-M1-L2,Organize and represent data to compare two categories.,lesson,FALSE,1 M1 Lesson 2: Organize and represent data to compare two categories.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",G1-M1-L3,Sort to represent and compare data with three categories.,lesson,FALSE,1 M1 Lesson 3: Sort to represent and compare data with three categories.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",G1-M1-L4,Find the total number of data points and compare categories in a picture graph.,lesson,FALSE,1 M1 Lesson 4: Find the total number of data points and compare categories in a picture graph.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",G1-M1-L6,Use tally marks to represent and compare data.,lesson,FALSE,1 M1 Lesson 6: Use tally marks to represent and compare data.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",G1-M4-L5,Measure and compare lengths.,lesson,FALSE,1 M4 Lesson 5: Measure and compare lengths.,Connecticut grade 1 Alignment Guide.docx
ccss,1,cluster,1.NBT.C,Use place value understanding and properties of operations to add and subtract.,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.C.5,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used.",G1-M5-L6,Add 10 or take 10 from a two-digit number.,lesson,FALSE,1 M5 Lesson 6: Add 10 or take 10 from a two-digit number.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.C.6,"Subtract multiples of 10 in the range 10–90 from multiples of 10 in the range 10–90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",G1-M5-L15,Count on and back by tens to add and subtract.,lesson,FALSE,1 M5 Lesson 15: Count on and back by tens to add and subtract.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.C.6,"Subtract multiples of 10 in the range 10–90 from multiples of 10 in the range 10–90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",G1-M5-L16,Use related single-digit facts to add and subtract multiples of ten.,lesson,FALSE,1 M5 Lesson 16: Use related single-digit facts to add and subtract multiples of ten.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.C.6,"Subtract multiples of 10 in the range 10–90 from multiples of 10 in the range 10–90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",G1-M5-L17,Use tens to find an unknown part.,lesson,FALSE,1 M5 Lesson 17: Use tens to find an unknown part.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.NBT.C.6,"Subtract multiples of 10 in the range 10–90 from multiples of 10 in the range 10–90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",G1-M5-L18,Determine if number sentences involving addition and subtraction are true or false.,lesson,FALSE,1 M5 Lesson 18: Determine if number sentences involving addition and subtraction are true or false.,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.OA,Operations and Algebraic Thinking,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.OA,Operations and Algebraic Thinking,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.OA,Operations and Algebraic Thinking,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,domain,1.OA,Operations and Algebraic Thinking,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,cluster,1.OA.A,Represent and solve problems involving addition and subtraction.,,,,,,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M2-L1,Represent result unknown problems and record as addition or subtraction number sentences.,lesson,FALSE,1 M2 Lesson 1: Represent result unknown problems and record as addition or subtraction number sentences.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M2-L11,Represent and solve take from with change unknown problems.,lesson,FALSE,1 M2 Lesson 11: Represent and solve take from with change unknown problems.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M2-L13,Represent and solve add to and take from with change unknown problems.,lesson,FALSE,1 M2 Lesson 13: Represent and solve add to and take from with change unknown problems.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M2-L14,Represent and solve put together/take apart with addend unknown problems.,lesson,FALSE,1 M2 Lesson 14: Represent and solve put together/take apart with addend unknown problems.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M2-L21,"Represent and solve compare with difference unknown problems, part 1.",lesson,FALSE,"1 M2 Lesson 21: Represent and solve compare with difference unknown problems, part 1.",Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M2-L22,"Represent and solve compare with difference unknown problems, part 2.",lesson,FALSE,"1 M2 Lesson 22: Represent and solve compare with difference unknown problems, part 2.",Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M2-L8,Interpret and find an unknown change.,lesson,FALSE,1 M2 Lesson 8: Interpret and find an unknown change.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M2-L9,Represent and solve add to with change unknown problems.,lesson,FALSE,1 M2 Lesson 9: Represent and solve add to with change unknown problems.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M3-L11,"Represent and compare related situation equations, part 1.",lesson,FALSE,"1 M3 Lesson 11: Represent and compare related situation equations, part 1.",Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M3-L12,"Represent and compare related situation equations, part 2.",lesson,FALSE,"1 M3 Lesson 12: Represent and compare related situation equations, part 2.",Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M3-L19,Solve take from with change unknown problems with totals in the teens.,lesson,FALSE,1 M3 Lesson 19: Solve take from with change unknown problems with totals in the teens.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M3-L26,Pose and solve varied word problems.,lesson,FALSE,1 M3 Lesson 26: Pose and solve varied word problems.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M4-L10,Compare to find how much longer.,lesson,FALSE,1 M4 Lesson 10: Compare to find how much longer.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M4-L11,Compare to find how much shorter.,lesson,FALSE,1 M4 Lesson 11: Compare to find how much shorter.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M4-L12,Find the unknown longer length.,lesson,FALSE,1 M4 Lesson 12: Find the unknown longer length.,Connecticut grade 1 Alignment Guide.docx
ccss,1,standard,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",G1-M4-L13,Find the unknown shorter length.,lesson,FALSE,1 M4 Lesson 13: Find the unknown shorter length.,Connecticut grade 1 Alignment Guide.docx
