kind,stem_id,other_stem,standard_id,concept_id,node_id,score,detail
ladder_only,ADD,,CA.2.OA.2,,,,"tagged to node: Fluently add single-digit numbers with sums up to 18.,Fluently subtract numbers within 18."
ladder_only,ADD,,CA.K.OA.5,,,,"tagged to node: Fluently add single-digit numbers with sums up to 5.,Fluently subtract numbers within 5."
ladder_only,ADD,,FL.1.NOS.2.5,,,,"tagged to node: Subtract by using strategies based on place value concepts and properties of operations. 
 
Take from ten (G1 M3)"
ladder_only,ADD,,FL.1.NSO.2.4,,,,"tagged to node: Add by using strategies based on place value concepts and properties of operations. 
 
Make ten (G1 M3)"
ladder_only,ADD,,FL.2.NSO.2.1,,,,"tagged to node: Fluently add single-digit numbers with sums up to 18.,Fluently subtract numbers within 18."
ladder_only,ADD,,FL.3.NSO.2.1,,,,"tagged to node: Add multi-digit whole numbers by using the standard algorithm.,Subtract multi-digit whole numbers by using the standard "
ladder_only,ADD,,FL.4.FR.2.1,,,,tagged to node: Decompose a fraction into a sum of fractions.
ladder_only,ADD,,FL.4.FR.2.2,,,,"tagged to node: Rename fractions greater than 1 as mixed numbers and mixed numbers as fractions.,Add fractions with like denominators.,S"
ladder_only,ADD,,FL.4.FR.2.3,,,,tagged to node: Add fractions with unlike denominators.
ladder_only,ADD,,FL.5.FR.2.1,,,,"tagged to node: Add fractions with unlike denominators.,Subtract fractions with unlike denominators."
ladder_only,ADD,,K.OA.A.5,,,,"tagged to node: Fluently add single-digit numbers with sums up to 5.,Fluently subtract numbers within 5."
ladder_only,ADD,,SD.PK.CD,,,,"tagged to node: Count all to add whole numbers.,Count all to subtract whole numbers."
ladder_only,ADD,,TN.2.OA.B.2,,,,"tagged to node: Fluently add single-digit numbers with sums up to 18.,Fluently subtract numbers within 18."
ladder_only,ADD,,TX.2.4A,,,,"tagged to node: Fluently add single-digit numbers with sums up to 18.,Fluently subtract numbers within 18."
ladder_only,ADD,,TX.2.4B,,,,"tagged to node: Add by using strategies based on place value concepts and properties of operations. 
 
Make ten (G1 M3),Subtract by usin"
ladder_only,ADD,,TX.4.3.E,,,,"tagged to node: Rename fractions greater than 1 as mixed numbers and mixed numbers as fractions.,Add fractions with like denominators.,S"
ladder_only,ADD,,TX.4.3.F,,,,"tagged to node: Add fractions with like denominators.,Subtract fractions with like denominators."
ladder_only,ADD,,TX.5.3.H,,,,"tagged to node: Add fractions with unlike denominators.,Subtract fractions with unlike denominators."
ladder_only,ANG,,1.G.A.1,,,,"tagged to node: Identify square corners.,Compare corners and find same-size corners."
ladder_only,ANG,,CA.1.G.1,,,,"tagged to node: Identify square corners.,Compare corners and find same-size corners."
ladder_only,ANG,,GR.1.1,,,,tagged to node: Use right angles to identify and draw perpendicular lines.
ladder_only,COM,,1.MD.A.1,,,,tagged to node: Order lengths marked into units.
ladder_only,COM,,K.CC.B.4c,,,,tagged to node: Order sets/groups of objects according to the number of objects in each set/groups.
ladder_only,COM,,PA.M03.A,,,,tagged to node: Compare and order multi-digit numbers.
ladder_only,COM,,SD.PK.CD,,,,"tagged to node: Use the words first and second to describe objects’ positions in a sequence.,Use the ordinal numbers first through tenth"
ladder_only,COU,,MN.PK.M1.1,,,,tagged to node: Say the numbers to 10 in the appropriate count sequence.
ladder_only,COU,,SD.PK.CD,,,,"tagged to node: Count forward or backward from a given number.,Count forward and backward by 1s and 10s, from any number, to solve probl"
ladder_only,EE_GENERAL_EXPRESSIONS,,6.EEA.3,,,,tagged to node: Justify whether two expressions are equivalent.
ladder_only,EE_GENERAL_EXPRESSIONS,,TX.6.7A,,,,tagged to node: Determine the prime factorization of a whole number.
ladder_only,EE_GENERAL_EXPRESSIONS,,TX.6.7D,,,,tagged to node: Generate equivalent expressions.
ladder_only,EE_GENERAL_EXPRESSIONS,,VA.7,,,,tagged to node: Evaluate numerical expressions with whole-number exponents.
ladder_only,EE_ONE_VARIABLE_EQUATIONS_DEG_1,,7.RP.A.2.c,,,,tagged to node: Solve single variable equations in the form ab=cd with the unknown in any position.
ladder_only,EE_ONE_VARIABLE_EQUATIONS_DEG_1,,8.EE.C.7.a,,,,"tagged to node: Solve linear equations in one variable with one solution, infinitely many solutions, or no solutions."
ladder_only,EE_ONE_VARIABLE_EQUATIONS_DEG_1,,8.EE.C.7.b,,,,tagged to node: Solve equations that result in the form ax+b=d after combining like terms or using the distributive property on one side
ladder_only,EE_ONE_VARIABLE_EQUATIONS_DEG_1,,TX.6.7.B,,,,tagged to node: Write equations in one variable from a description.
ladder_only,EE_ONE_VARIABLE_INEQUALITIES_DE,,FL.8.AR.2.1,,,,"tagged to node: Solve real-world problems by writing and solving inequalities of the forms ax+b<d, ax+b≤d, ax+b>d, and ax+b≥d, and inter"
ladder_only,EST,,1.NBT.A.1,,,,tagged to node: Determine the relative size and position of numbers up to 100 by using mental number lines and knowledge of number relat
ladder_only,EST,,CA.K.CC.4.c,,,,tagged to node: Determine the relative size and position of numbers to up 5 by using mental number paths and knowledge of number relatio
ladder_only,EST,,FL.1.NSO.1.4,,,,tagged to node: Determine the relative size and position of numbers up to 100 by using mental number lines and knowledge of number relat
ladder_only,EST,,FL.K.NSO.2.3,,,,tagged to node: Determine the relative size and position of numbers up to 10 by using mental number paths and knowledge of number relati
ladder_only,EST,,GA.PK.CD,,,,tagged to node: Make a thoughtful guess about the number of objects in a group.
ladder_only,EST,,K.CC.B.4.c,,,,tagged to node: Determine the relative size and position of numbers to up 5 by using mental number paths and knowledge of number relatio
ladder_only,EST,,TX.1.2F,,,,tagged to node: Determine the relative size and position of numbers up to 100 by using mental number lines and knowledge of number relat
ladder_only,EST,,TX.K.2A,,,,tagged to node: Determine the relative size and position of numbers up to 10 by using mental number paths and knowledge of number relati
ladder_only,EST,,VA.2.NS.2.f,,,,tagged to node: Determine the relative size and position of numbers up to 100 by using mental number lines and knowledge of number relat
ladder_only,FRA,,3.NF.A.3a,,,,tagged to node: Identify and generate equivalent fractions on number lines.
ladder_only,FRA,,PA.M03.A,,,,tagged to node: Find a fraction of a set where the result is a whole number.
ladder_only,FRA,,TX.3.3B,,,,"tagged to node: Given a unit fraction on a number line, name the fraction."
ladder_only,FRA,,TX.3.3F,,,,"tagged to node: Identify and generate equivalent fractions by using concrete objects.,Identify and generate equivalent fractions by usin"
ladder_only,FRA,,TX.3.3G,,,,tagged to node: Identify and generate equivalent fractions by using area models.
ladder_only,FRA,,VA.5.NS.1.d,,,,"tagged to node: Compare and order fractions and decimals by using benchmarks, place value, or number lines."
ladder_only,MUL,,2.OA.C.4,,,,tagged to node: Represent equal groups by using repeated addition to find the total.
ladder_only,MUL,,3.OA.2,,,,"tagged to node: Represent and explain division as an unknown factor problem.,Divide by using the relationship between multiplication and"
ladder_only,MUL,,4.OA.A.2,,,,tagged to node: Solve problems involving multiplicative comparisons.
ladder_only,MUL,,4.OA.B.4,,,,"tagged to node: Generate factor pairs for a whole number.,Identify prime and composite numbers.,Determine whether a whole number is a mu"
ladder_only,MUL,,6.NS.B.2,,,,tagged to node: Find mixed-number quotients and remainders with multi-digit dividends and divisors by using the standard algorithm.
ladder_only,MUL,,AZ.5.OA.B.4,,,,"tagged to node: Generate factor pairs for a whole number.,Identify prime and composite numbers.,Express a composite number as the produc"
ladder_only,MUL,,CA.5.OA.2.1,,,,tagged to node: Express a composite number as the product of its prime factors.
ladder_only,MUL,,FL.2.AR.3.2,,,,tagged to node: Represent equal groups by using repeated addition to find the total.
ladder_only,MUL,,FL.3.AR.3.2,,,,tagged to node: Determine whether a whole number is a multiple of a given one-digit number.
ladder_only,MUL,,FL.3.NSO.2.2,,,,"tagged to node: Translate between models and addition and multiplication expressions to find a product.,Multiply by using repeated addit"
ladder_only,MUL,,FL.4.AR.3.1,,,,"tagged to node: Generate factor pairs for a whole number.,Identify prime and composite numbers."
ladder_only,MUL,,FL.4.NSO.2.5,,,,tagged to node: Multiply a multi-digit whole number by a single-digit whole number and record the partial products in vertical form.
ladder_only,MUL,,MD.4.NOS.C.7.a,,,,"tagged to node: Fluently multiply within 100.,Fluently divide within 100."
ladder_only,MUL,,ND.5.AR.OA.4,,,,"tagged to node: Generate factor pairs for a whole number.,Identify prime and composite numbers."
ladder_only,MUL,,TX.2.6A,,,,tagged to node: Represent equal groups by using repeated addition to find the total.
ladder_only,MUL,,TX.3.4E,,,,"tagged to node: Translate between models and addition and multiplication expressions to find a product.,Multiply by using repeated addit"
ladder_only,MUL,,TX.3.4I,,,,"tagged to node: Divide by using the relationship between multiplication and division, making equal groups, and skip-counting."
ladder_only,MUL,,TX.3.5B,,,,tagged to node: Solve problems involving multiplicative comparisons.
ladder_only,MUL,,TX.3.5C,,,,"tagged to node: Describe a relationship between quantities by using a multiplicative comparison.,Solve problems involving multiplicative"
ladder_only,MUL,,TX.4.4C,,,,tagged to node: Multiply a multi-digit whole number by a two-digit whole number by using strategies based on place value concepts and th
ladder_only,MUL,,TX.5.4A,,,,"tagged to node: Generate factor pairs for a whole number.,Identify prime and composite numbers."
ladder_only,NS_INTEGERS_AND_RATIONALS,,6.NS.C.6.c,,,,"tagged to node: Name the opposite of a rational number.,Plot integers on a number line.,Plot rational numbers on a number line."
ladder_only,NS_INTEGERS_AND_RATIONALS,,6.NS.C.7.a,,,,"tagged to node: Compare and order integers.,Compare and order rational numbers."
ladder_only,NS_INTEGERS_AND_RATIONALS,,6.NS.C.7.d,,,,tagged to node: Compare absolute values of rational Numbers.
ladder_only,NS_INTEGERS_AND_RATIONALS,,7.NA.A.2,,,,tagged to node: Explain patterns in the division of integers and rational numbers.
ladder_only,NS_INTEGERS_AND_RATIONALS,,7.NS.A.1,,,,"tagged to node: Explain patterns in the addition of rational numbers.,Explain patterns in the subtraction of rational numbers."
ladder_only,NS_INTEGERS_AND_RATIONALS,,AZ.8.NS.A.3,,,,tagged to node: Show that between any 2 rational numbers is another rational number.
ladder_only,NS_INTEGERS_AND_RATIONALS,,FL.6NSO.1.2,,,,tagged to node: Name the opposite of a rational number.
ladder_only,NS_INTEGERS_AND_RATIONALS,,KY.6.NS.2.b,,,,"tagged to node: Determine whether a rational number has a terminating or repeating decimal expansion by analyzing the denominator.,Write"
ladder_only,NS_INTEGERS_AND_RATIONALS,,NA.A.2,,,,tagged to node: Explain patterns in the division of integers and rational numbers.
ladder_only,NS_IRRATIONAL_REAL_NUMBERS,,RN.B.3,,,,"tagged to node: Explain why the sum or product of two rational numbers is rational.,Explain why the sum of a rational number and an irra"
ladder_only,PS_PROBABILITY,,FL.7.DP.2.1,,,,"tagged to node: For a single-stage chance experiment, determine the sample space and assign probabilities to outcomes to develop a proba"
ladder_only,PS_PROBABILITY,,MN.6.1.2.1,,,,"tagged to node: For a single-stage chance experiment, determine the sample space and assign probabilities to outcomes to develop a proba"
ladder_only,PS_PROBABILITY,,NE.6.D.3.a,,,,"tagged to node: For a single-stage chance experiment, determine the sample space and assign probabilities to outcomes to develop a proba"
ladder_only,PS_PROBABILITY,,NE.6.d.3.b,,,,tagged to node: Use a probability model to calculate the probabilities of events for a chance experiment.
ladder_only,PS_PROBABILITY,,SC.6.DSPR.2.1,,,,tagged to node: Understand that probability is a number between 0 and 1 and informally describe the probability of an event by using ter
ladder_only,PS_PROBABILITY,,TX.7.6.E,,,,tagged to node: Use a probability model to calculate the probabilities of events for a chance experiment.
ladder_only,TIM,,AL.PK.MAT4aOP,,,,tagged to node: Classify times as moments in time or durations of time.
ladder_only,TIM,,GA.PK.CD,,,,tagged to node: Classify times as moments in time or durations of time.
ladder_only,TIM,,PA.M04.D,,,,tagged to node: Tell and write time to the nearest minute.
ladder_only,TIM,,SC.PK.MTE,,,,"tagged to node: Describe and compare time intervals.,Order events in time and describe their positions."
ladder_only,WHO,,1.NBT.B.2,,,,"tagged to node: Identify place value units and understand that each one is composed of ten of the next smaller unit.,Determine the value"
ladder_only,WHO,,1.NBT.B.2.a,,,,"tagged to node: Identify place value units and understand that each one is composed of ten of the next smaller unit.,Represent, compose,"
ladder_only,WHO,,1.NBT.B.2.b,,,,"tagged to node: Identify place value units and understand that each one is composed of ten of the next smaller unit.,Determine the value"
ladder_only,WHO,,1.NBT.B.2.c,,,,"tagged to node: Identify place value units and understand that each one is composed of ten of the next smaller unit.,Determine the value"
ladder_only,WHO,,2.NBT.A.1,,,,"tagged to node: Identify place value units and understand that each one is composed of ten of the next smaller unit.,Determine the value"
ladder_only,WHO,,2.NBT.A.1.a,,,,"tagged to node: Identify place value units and understand that each one is composed of ten of the next smaller unit.,Represent, compose,"
ladder_only,WHO,,2.NBT.A.1.b,,,,"tagged to node: Identify place value units and understand that each one is composed of ten of the next smaller unit.,Determine the value"
ladder_only,WHO,,4.NBT.B.5,,,,tagged to node: Multiply and divide by powers of 10 and their multiples by using the multiplicative relationships between place value un
ladder_only,WHO,,5.NBT.A.3a,,,,tagged to node: Read and write numbers in word form.
ladder_only,WHO,,IN.4.NS.4,,,,tagged to node: Read and write numbers in word form.
ladder_only,WHO,,OK.3.N.2.4,,,,tagged to node: Round numbers by using place value.
ladder_only,WHO,,PA.M03.A,,,,"tagged to node: Compare whole numbers by using place value.,Order whole numbers by using place value."
ladder_only,WHO,,PA.M03.D,,,,tagged to node: Round numbers by using place value.
ladder_only,WHO,,PA.M03.D-M.1.3.3,,,,tagged to node: Round numbers by using place value.
ladder_only,WHO,,TX.1.2E,,,,"tagged to node: Compare whole numbers by using place value.,Order whole numbers by using place value."
ladder_only,WHO,,TX.1.2F,,,,"tagged to node: Compare whole numbers by using place value.,Order whole numbers by using place value."
ladder_only,WHO,,TX.1.2G,,,,"tagged to node: Compare whole numbers by using place value.,Order whole numbers by using place value."
ladder_only,WHO,,TX.4.4B,,,,tagged to node: Multiply and divide by powers of 10 and their multiples by using the multiplicative relationships between place value un
ladder_only,WHO,,VA.2.CE.1.a,,,,tagged to node: Round numbers by using place value.
ladder_only,WHO,,VA.3.NS.1.b,,,,"tagged to node: Identify place value units and understand that each one is composed of ten of the next smaller unit.,Determine the value"
ladder_only,WHO,,VA.4.NS.1.a,,,,tagged to node: Read and write numbers in word form.
ladder_only,WHO,,VA.4.NS.1.b,,,,tagged to node: Read and write numbers in word form.
ladder_only,WHO,,VS.2.NS.1.g,,,,tagged to node: Round numbers by using place value.
workbook_only,ADD,,1.OA.B.4,,,,tagged to concept: Count on to add and subtract whole numbers
workbook_only,ADD,,1.OA.D.7,,,,tagged to concept: introduce properties of operations to add and subtract whole numbers
workbook_only,ADD,,2.OA.A.1,,,,tagged to concept: Moved to Expressions and Equations (word problems concept). MF 6/3
workbook_only,ADD,,AK.3.OA.8,,,,tagged to concept: Moved to Expressions and Equations (word problems concept). MF 6/3
workbook_only,ADD,,CA.1.OA.4,,,,tagged to concept: Count on to add and subtract whole numbers
workbook_only,ADD,,CA.1.OA.7,,,,tagged to concept: introduce properties of operations to add and subtract whole numbers
workbook_only,ADD,,CA.2.OA.1,,,,tagged to concept: Moved to Expressions and Equations (word problems concept). MF 6/3
workbook_only,ADD,,CA.3.OA.1,,,,tagged to concept: Add and subtract decimals
workbook_only,ADD,,CA.3.OA.3,,,,tagged to concept: Add and subtract decimals
workbook_only,ADD,,CA.5.NBT.7,,,,tagged to concept: Add and subtract fractions
workbook_only,ADD,,CA.K.NBT.1,,,,tagged to concept: Compose and decompose whole numbers
workbook_only,ADD,,CA.K.OA.3,,,,tagged to concept: Compose and decompose whole numbers
workbook_only,ADD,,CA.K.OA.4,,,,tagged to concept: Compose and decompose whole numbers
workbook_only,ADD,,FL.1.AR.2.1,,,,tagged to concept: Count on to add and subtract whole numbers
workbook_only,ADD,,FL.2.AR.1.1,,,,tagged to concept: Moved to Expressions and Equations (word problems concept). MF 6/3
workbook_only,ADD,,FL.3.AR.1.1,,,,tagged to concept: Add and subtract decimals
workbook_only,ADD,,FL.3.AR.1.2,,,,"tagged to concept: Moved to Expressions and Equations (word problems concept). MF 6/3,Add and subtract decimals"
workbook_only,ADD,,FL.3.NSO.2.2,,,,tagged to concept: Add and subtract decimals
workbook_only,ADD,,FL.4.NSO.2.2,,,,tagged to concept: Add and subtract decimals
workbook_only,ADD,,FL.5.AR.1.1,,,,tagged to concept: Moved to Expressions and Equations (word problems concept). MF 6/3
workbook_only,ADD,,K.NBT.A.1,,,,tagged to concept: Compose and decompose whole numbers
workbook_only,ADD,,OK.4.A.2.3,,,,tagged to concept: Count on to add and subtract whole numbers
workbook_only,ADD,,TX.1.5F,,,,tagged to concept: Count on to add and subtract whole numbers
workbook_only,ADD,,TX.2.4.B,,,,tagged to concept: Add and subtract multi-digit whole numbers (full algorithms)
workbook_only,ADD,,TX.2.4C,,,,tagged to concept: Moved to Expressions and Equations (word problems concept). MF 6/3
workbook_only,ADD,,TX.2.4D,,,,tagged to concept: Add and subtract multi-digit whole numbers (full algorithms)
workbook_only,ADD,,TX.2.6A,,,,tagged to concept: Add and subtract decimals
workbook_only,ADD,,TX.2.7C,,,,tagged to concept: Count on to add and subtract whole numbers
workbook_only,ADD,,TX.3.4K,,,,tagged to concept: Add and subtract decimals
workbook_only,ADD,,TX.3.5A,,,,"tagged to concept: Moved to Expressions and Equations (word problems concept). MF 6/3,Add and subtract decimals"
workbook_only,ADD,,TX.4.4D,,,,tagged to concept: Add and subtract decimals
workbook_only,ADD,,VA.2.CE.1.g,,,,tagged to concept: Count on to add and subtract whole numbers
workbook_only,ANG,,VA.4.MG.5.e,,,,"tagged to concept: Identify square corners (right angles) and compare other corners as larger/smaller than a square corner

Square corner a"
workbook_only,ANG,,VA.5.MG.3.g,,,,"tagged to concept: Recognize angle measure as additive; compose and decompose; solve unknown angles

Angle measure is additive when an angl"
workbook_only,COM,,1.NBT.A.1,,,,"tagged to concept: Compare by counting,Compare numbers by using their order on the number path/line,Order quantities, numerals, and length "
workbook_only,COM,,1.OA.C.5,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,2.NBT.A.2,,,,tagged to concept: Compare numbers by using their order on the number path/line
workbook_only,COM,,AK.1.CC.3,,,,"tagged to concept: Order quantities, numerals, and lengths to 6 and beyond"
workbook_only,COM,,AK.1.CC.5,,,,tagged to concept: Compare numbers by using the number line place value
workbook_only,COM,,AL.K.FC.7,,,,tagged to concept: Compare written numerals to 10
workbook_only,COM,,AL.PK.MAT2cOP-4,,,,"tagged to concept: Identify the “first” and ""second"" objects in a sequence."
workbook_only,COM,,AR.2.NPV.4,,,,tagged to concept: Compare numbers by using the number line place value
workbook_only,COM,,CA.1.NBT.1,,,,"tagged to concept: Compare by counting,Compare numbers by using their order on the number path/line"
workbook_only,COM,,CA.1.OA.1z,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,CA.1.OA.5,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,CA.2.NBT.2,,,,tagged to concept: Compare numbers by using their order on the number path/line
workbook_only,COM,,CA.2.OA.1,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,CA.K.CC.1,,,,"tagged to concept: Compare small sets by matching,Compare numbers by using their order on the number path/line,Order quantities, numerals, "
workbook_only,COM,,CA.K.CC.2,,,,tagged to concept: Compare small sets by matching
workbook_only,COM,,CA.K.CC.4,,,,"tagged to concept: Compare small sets by matching,Compare by counting,Identify and use ordinal numbers from ""first"" to ""tenth"""
workbook_only,COM,,CA.K.CC.4.a,,,,"tagged to concept: Identify the “first” and ""second"" objects in a sequence."
workbook_only,COM,,CA.K.CC.4.b,,,,"tagged to concept: Identify the “first” and ""second"" objects in a sequence."
workbook_only,COM,,CA.K.CC.4.c,,,,"tagged to concept: Compare numbers by using their order on the number path/line,Order quantities, numerals, and length  to 5,Order quantiti"
workbook_only,COM,,CA.K.CC.5,,,,"tagged to concept: Compare small sets by matching,Compare by counting"
workbook_only,COM,,CA.K.OA.1,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,FL.1.AR.1.1,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,FL.1.NSO.1.2,,,,tagged to concept: Compare numbers by using their order on the number path/line
workbook_only,COM,,FL.1.NSO.1.3,,,,tagged to concept: Compare written numerals to 10
workbook_only,COM,,FL.2.AR.1.1,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,FL.2.NSO.1.2,,,,tagged to concept: Compare numbers by using their order on the number path/line
workbook_only,COM,,FL.K.AR.1.1,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,FL.K.NSO.1.1,,,,"tagged to concept: Compare small sets by matching,Compare by counting"
workbook_only,COM,,FL.K.NSO.1.2,,,,"tagged to concept: Compare small sets by matching,Compare by counting,Compare written numerals to 10,Order quantities, numerals, and length"
workbook_only,COM,,FL.K.NSO.2.3,,,,"tagged to concept: Compare numbers by using the number line place value,Identify the “first” and ""second"" objects in a sequence."
workbook_only,COM,,K.CC.A.1,,,,"tagged to concept: Compare small sets by matching,Compare numbers by using their order on the number path/line,Order quantities, numerals, "
workbook_only,COM,,K.CC.B.4,,,,"tagged to concept: Compare small sets by matching,Compare by counting,Identify and use ordinal numbers from ""first"" to ""tenth"""
workbook_only,COM,,K.CC.B.4.a,,,,"tagged to concept: Identify the “first” and ""second"" objects in a sequence."
workbook_only,COM,,K.CC.B.4.b,,,,"tagged to concept: Identify the “first” and ""second"" objects in a sequence."
workbook_only,COM,,K.CC.B.5,,,,"tagged to concept: Compare small sets by matching,Compare by counting"
workbook_only,COM,,K.OA.A.1,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,KS.1.NBT.3,,,,tagged to concept: Compare numbers by using the number line place value
workbook_only,COM,,KS.2.NBT.4,,,,tagged to concept: Compare numbers by using the number line place value
workbook_only,COM,,KS.PK.M.CC.p4.8,,,,"tagged to concept: Compare written numerals to 10,Compare numbers by using the number line place value"
workbook_only,COM,,MD.1.NOS.B.5,,,,tagged to concept: Compare numbers by using the number line place value
workbook_only,COM,,MD.2.NOS.A.4,,,,tagged to concept: Compare numbers by using the number line place value
workbook_only,COM,,MD.K.NOS.C.10,,,,"tagged to concept: Determine how many more or less,Compare numbers by using the number line place value"
workbook_only,COM,,MN.2.3.6.1,,,,tagged to concept: Compare numbers by using the number line place value
workbook_only,COM,,OR.PK.CC,,,,"tagged to concept: Identify the “first” and ""second"" objects in a sequence.,Order quantities, numerals, and lengths to 6 and beyond"
workbook_only,COM,,TX.1.2A,,,,tagged to concept: Compare numbers by using their order on the number path/line
workbook_only,COM,,TX.1.3A,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,TX.2.4A,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,TX.K.2A,,,,"tagged to concept: Compare small sets by matching,Compare numbers by using their order on the number path/line,Order quantities, numerals, "
workbook_only,COM,,TX.K.2B,,,,tagged to concept: Compare small sets by matching
workbook_only,COM,,TX.K.2C,,,,"tagged to concept: Compare small sets by matching,Compare by counting"
workbook_only,COM,,TX.K.2D,,,,"tagged to concept: Compare by counting,Compare written numerals to 10,Determine how many more or less"
workbook_only,COM,,TX.K.2E,,,,"tagged to concept: Compare small sets by matching,Compare written numerals to 10,Compare numbers by using their order on the number path/li"
workbook_only,COM,,TX.K.2F,,,,tagged to concept: Compare small sets by matching
workbook_only,COM,,TX.K.2H,,,,"tagged to concept: Compare written numerals to 10,Identify and use ordinal numbers from ""first"" to ""tenth"""
workbook_only,COM,,TX.K.3A,,,,tagged to concept: Determine how many more or less
workbook_only,COM,,VA.K.NS.2.g,,,,tagged to concept: Compare numbers by using the number line place value
workbook_only,COU,,CA.1.OA.5,,,,"tagged to concept: Count on, keeping track by using spatial, auditory, or rhythmic patterns,Count by fives and twos"
workbook_only,COU,,CA.1.OA.6,,,,"tagged to concept: Count on, keeping track by using spatial, auditory, or rhythmic patterns"
workbook_only,COU,,CA.K.OA.A.1,,,,"tagged to concept: Count on, keeping track by using spatial, auditory, or rhythmic patterns"
workbook_only,COU,,CA.NBT.A.1,,,,tagged to concept: Count by fives and twos
workbook_only,COU,,K.OA.A.1,,,,"tagged to concept: Count on, keeping track by using spatial, auditory, or rhythmic patterns"
workbook_only,COU,,NC.1.OA.6,,,,"tagged to concept: Count on, keeping track by using spatial, auditory, or rhythmic patterns"
workbook_only,EE_GENERAL_EXPRESSIONS,,OK.PA.A.3.1,,,,tagged to concept: Evaluate numerical expressions with grouping symbols and whole number exponents.
workbook_only,EE_GENERAL_EXPRESSIONS,,TX.6.7.D,,,,"tagged to concept: Identify and generate equivalent expressions, and use properties to justify the equivalence"
workbook_only,EE_GENERAL_EXPRESSIONS,,VA.7.PFA.2.a,,,,tagged to concept: Evaluate numerical expressions with grouping symbols and whole number exponents.
workbook_only,EE_ONE_VARIABLE_EQUATIONS_DEG_1,,FL.6.AR.2.1,,,,"tagged to concept: •	Students read and write equations in one variable.
•	Given a possible solution, students  check solution by substituti"
workbook_only,EE_ONE_VARIABLE_INEQUALITIES_DE,,6.EE.B5,,,,tagged to concept: Represent the solution of an inequality on a number line and in interval notation.
workbook_only,EE_ONE_VARIABLE_INEQUALITIES_DE,,7.EE.B.4b,,,,tagged to concept: Write an inequality to represent solutions graphed on a number line (and vice versa)
workbook_only,EE_ONE_VARIABLE_INEQUALITIES_DE,,TX.7.10.B,,,,tagged to concept: Represent the solution of an inequality on a number line and in interval notation.
workbook_only,EST,,2.MD.A,,,,tagged to concept: Make a thoughtful guess about the number of objects in a group
workbook_only,EST,,3.MD.A.2,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,AK.3.MD.3,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,AZ.PK.3.3.b,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,CA.3.MD.2,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
