kind,stem_id,other_stem,standard_id,concept_id,node_id,score,detail
workbook_only,EST,,CA.3.OA.8,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,CA.4.NBT.3,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,CA.5.NBT.4,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,FL.1.M.1.1,,,,"tagged to concept: Make a thoughtful guess about the number of objects in a group,Estimate by scanning a group of objects and relating the "
workbook_only,EST,,FL.2.M.1.1,,,,"tagged to concept: Make a thoughtful guess about the number of objects in a group,Estimate by scanning a group of objects and relating the "
workbook_only,EST,,FL.3.FR.2.1,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,FL.4.FR.1.4,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,FL.4.NSO.1.3,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,FL.4.NSO.1.4,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,FL.4.NSO.1.5,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,FL.4.NSO.2.5,,,,tagged to concept: Estimate by decomposing or partitioning a set into subsets then recomposing the numerosity
workbook_only,EST,,FL.5.NSO.1.4,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,FL.5.NSO.2.4,,,,tagged to concept: Estimate by decomposing or partitioning a set into subsets then recomposing the numerosity
workbook_only,EST,,GA.3.MDR.5.5,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,ID.PK.40.a.12,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,IN.2.M.3,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,MD.1.GR.C.5,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,MD.2.GR.C.8,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,MD.4.NOS.E.13.a,,,,tagged to concept: Estimate by using benchmarks
workbook_only,EST,,MN.5.2.3.3,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,MT.PK.4.11.h,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,NC.3.MD.2,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,OK.3.N.2.4,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,OK.4.N.2.3,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,OK.5.GM.3.5,,,,tagged to concept: Estimate by using benchmarks
workbook_only,EST,,PA.M03.D-M.1.2.1,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,PA.M04.A-T.2.1.4,,,,tagged to concept: Estimate by using benchmarks
workbook_only,EST,,SC.3.MGSR.2.4,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,SC.5.MGSR.2.2,,,,"tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line,Estimate by using benchmarks"
workbook_only,EST,,TX.2.9E,,,,tagged to concept: Estimate by using benchmarks
workbook_only,EST,,TX.3.2C,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,TX.3.2D,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,TX.3.3A-B,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,TX.3.4B,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,TX.4.2C,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,TX.4.2D,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,TX.4.3G,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,TX.4.4G,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,TX.5.2C,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,TX.5.3A,,,,tagged to concept: Estimate by decomposing or partitioning a set into subsets then recomposing the numerosity
workbook_only,EST,,VA.2.CE.1.a,,,,tagged to concept: Estimate by using benchmarks
workbook_only,EST,,VA.3.MG.1.b,,,,tagged to concept: Estimate by using benchmarks
workbook_only,EST,,VA.3.MG.1.b.1,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,VA.4.CE.3.a-b,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,VA.4.MG.1.b,,,,tagged to concept: Estimate by using benchmarks
workbook_only,EST,,VA.4.MG.1.b.i-ii,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,VA.5.CE.2.b-c,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,VA.5.CE.3.c.ii,,,,"tagged to concept: Determine the relative size and position of numbers up to 1,000"
workbook_only,EST,,VA.5.MG.1.b,,,,tagged to concept: Estimate by using benchmarks
workbook_only,EST,,VA.5.MG.1.b.i-ii,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,EST,,VA.5.MG.2.b,,,,tagged to concept: Estimate by scanning a group of objects and relating the results to a mental number line
workbook_only,FRA,,1.G.A.3,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,2.G.A.3,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,3.G.A.2,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,3.NF.A.3a-c,,,,tagged to concept: Identify and generate equivalent fractions
workbook_only,FRA,,CA.1.G.3,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,CA.2.G.3,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,CA.3.G.2,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,CA.3.NF.3.d,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,CA.4.NF.2,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,FL.5.FR.1.1,,,,tagged to concept: Interpret a fraction as division
workbook_only,FRA,,GA.4.NR.4.2,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,GA.5.NR.3.2,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,KS.3.NF.3d,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,KS.4.NF.2,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,MD.4.NOS.D.9.a,,,,tagged to concept: Identify and generate equivalent fractions
workbook_only,FRA,,MN.3.3.5.11,,,,tagged to concept: Identify and generate equivalent fractions
workbook_only,FRA,,MN.3.3.5.12,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,MO.3.NF.A.2.a,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,MO.5.NF.A.1,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,MO.5.NF.B.7.b,,,,tagged to concept: Determine “a fraction of something”
workbook_only,FRA,,NE.4.N.2.b,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,OH.2.G.3,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,OK.3.N.3.2,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,SC.3.NR.2.2,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,SC.5.NR.2.1,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,TX.2.3A-D,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,TX.3.3F-G,,,,tagged to concept: Identify and generate equivalent fractions
workbook_only,FRA,,TX.3.3H,,,,tagged to concept: Compare and order fractions by using the number line
workbook_only,FRA,,TX.4.3D,,,,tagged to concept: Compare and order fractions by using the number line
workbook_only,FRA,,VA.2.NS.3.a,,,,tagged to concept: Identify numbers between whole numbers on the number line
workbook_only,FRA,,VA.4.NS.3.a-b,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,FRA,,VA.4.NS.3.d,,,,tagged to concept: Compare and order fractions by using equivalence
workbook_only,MUL,,3.OA.A.3,,,,"tagged to concept: Define multiplication of whole numbers and multiply,Define division with unknown factor equations"
workbook_only,MUL,,CA.3.NBT.3,,,,tagged to concept: Interpret a whole number multiplication equation as a comparison
workbook_only,MUL,,CA.3.OA.2,,,,tagged to concept: Define multiplication of whole numbers and multiply
workbook_only,MUL,,CA.3.OA.3,,,,tagged to concept: Define multiplication of whole numbers and multiply
workbook_only,MUL,,CA.3.OA.5,,,,tagged to concept: Define division with unknown factor equations
workbook_only,MUL,,CA.3.OA.7,,,,tagged to concept: Develop and apply properties of operations to multiply and divide
workbook_only,MUL,,CA.4.NBT.5,,,,tagged to concept: Interpret a whole number multiplication equation as a comparison
workbook_only,MUL,,CA.4.NBT.6,,,,"tagged to concept: Develop the standard algorithm for multi-digit multiplication,Divide multi-digit whole numbers by one-digit numbers (exa"
workbook_only,MUL,,CA.4.NF.4.a,,,,tagged to concept: Divide multi-digit whole numbers by multi-digit whole numbers
workbook_only,MUL,,CA.4.OA.3,,,,tagged to concept: Divide multi-digit whole numbers by one-digit numbers (exact division)
workbook_only,MUL,,CA.5.NBT.5,,,,tagged to concept: Develop and apply properties of operations to multiply and divide
workbook_only,MUL,,CA.5.NBT.6,,,,tagged to concept: Introduce division with remainders
workbook_only,MUL,,FL.3.AR.2.3,,,,tagged to concept: Define multiplication of whole numbers and multiply
workbook_only,MUL,,FL.4.AR.2.2,,,,tagged to concept: Define multiplication of whole numbers and multiply
workbook_only,MUL,,FL.5.AR.2.4,,,,tagged to concept: Define multiplication of whole numbers and multiply
workbook_only,MUL,,MD.4.NOS.C.7.a-d,,,,tagged to concept: Fluently multiply and divide (basic facts)
workbook_only,MUL,,MN.4.3.6.1,,,,tagged to concept: Develop and apply properties of operations to multiply and divide
workbook_only,MUL,,MN.5.3.5.14,,,,tagged to concept: Develop the standard algorithm for multi-digit multiplication
workbook_only,MUL,,NC.4.MD.4,,,,tagged to concept: Fluently multiply and divide (basic facts)
workbook_only,MUL,,OK.3.N.2.8,,,,"tagged to concept: Define multiplication of whole numbers and multiply,Develop the standard algorithm for multi-digit multiplication"
workbook_only,MUL,,OK.4.N.1.3,,,,tagged to concept: Develop and apply properties of operations to multiply and divide
workbook_only,MUL,,OK.5.N.2.4,,,,tagged to concept: Develop the standard algorithm for multi-digit multiplication
workbook_only,MUL,,TX.3.3C,,,,tagged to concept: Divide multi-digit whole numbers by multi-digit whole numbers
workbook_only,MUL,,TX.3.3D,,,,tagged to concept: Divide multi-digit whole numbers by multi-digit whole numbers
workbook_only,MUL,,TX.3.4H,,,,tagged to concept: Define multiplication of whole numbers and multiply
workbook_only,MUL,,TX.3.5D,,,,tagged to concept: Define multiplication of whole numbers and multiply
workbook_only,MUL,,TX.4.3A,,,,tagged to concept: Divide multi-digit whole numbers by multi-digit whole numbers
workbook_only,MUL,,TX.4.4E,,,,"tagged to concept: Interpret a whole number multiplication equation as a comparison,Develop the standard algorithm for multi-digit multipli"
workbook_only,MUL,,TX.4.4F,,,,tagged to concept: Develop the standard algorithm for multi-digit multiplication
workbook_only,NS_INTEGERS_AND_RATIONALS,,6.NC.7.a,,,,"tagged to concept: •	Compare rational numbers, including equality of rational numbers.
•	Order rational numbers."
workbook_only,NS_INTEGERS_AND_RATIONALS,,6.NS.6.c,,,,"tagged to concept: •	Identify opposites of whole numbers (negative integers).
•	Identify opposites of negative integers (opposites of oppos"
workbook_only,NS_INTEGERS_AND_RATIONALS,,6.NS.7.d,,,,"tagged to concept: •	Compare rational numbers, including equality of rational numbers.
•	Order rational numbers."
workbook_only,NS_INTEGERS_AND_RATIONALS,,FL.6.NSO.1.2,,,,"tagged to concept: •	Identify opposites of whole numbers (negative integers).
•	Identify opposites of negative integers (opposites of oppos"
workbook_only,NS_INTEGERS_AND_RATIONALS,,MN.7.3.5.3,,,,"tagged to concept: •	Compare rational numbers, including equality of rational numbers.
•	Order rational numbers."
workbook_only,NS_INTEGERS_AND_RATIONALS,,OK.7.N.1.2,,,,"tagged to concept: •	Compare rational numbers, including equality of rational numbers.
•	Order rational numbers."
workbook_only,NS_INTEGERS_AND_RATIONALS,,SC.7.NR.2.1,,,,"tagged to concept: •	Compare rational numbers, including equality of rational numbers.
•	Order rational numbers."
workbook_only,NS_INTEGERS_AND_RATIONALS,,TX.6.2B,,,,"tagged to concept: •	Find the absolute value of integers.,•	Find the absolute value of rational numbers."
workbook_only,NS_INTEGERS_AND_RATIONALS,,TX.6.2D,,,,"tagged to concept: •	Compare rational numbers, including equality of rational numbers.
•	Order rational numbers."
workbook_only,NS_INTEGERS_AND_RATIONALS,,TX.6.3C,,,,tagged to concept: Add vectors
workbook_only,NS_IRRATIONAL_REAL_NUMBERS,,8.EE.A.2,,,,tagged to concept: ·       Show there are numbers that are not rational numbers.
workbook_only,NS_IRRATIONAL_REAL_NUMBERS,,8.G.B.7,,,,tagged to concept: ·       Show there are numbers that are not rational numbers.
workbook_only,NS_IRRATIONAL_REAL_NUMBERS,,GA.A.NR.5.1,,,,tagged to concept: •	Perform operations with real numbers.
workbook_only,NS_IRRATIONAL_REAL_NUMBERS,,TX.A1.11A,,,,tagged to concept: •	Perform operations with real numbers.
workbook_only,NS_IRRATIONAL_REAL_NUMBERS,,TX.A2.7G,,,,tagged to concept: •	Perform operations with real numbers.
workbook_only,PS_PROBABILITY,,7.SP.C.6,,,,tagged to concept: Collect data from a single-stage chance experiment in order to calculate probability using long run relative frequency.
workbook_only,PS_PROBABILITY,,AK.6.SP.6,,,,tagged to concept: Define probability and determine the probability of events for single-stage experiments.
workbook_only,PS_PROBABILITY,,AL.AI.DSP.4.37,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,AL.AI.DSP.4.38,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,AL.AI.DSP.4.39,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,AL.AI.DSP.4.40,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,AL.AI.DSP.4.41,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,AZ.A1.S-CP.A.1,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,AZ.A1.S-CP.A.2,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.7.DP.2.2,,,,tagged to concept: Define probability and determine the probability of events for single-stage experiments.
workbook_only,PS_PROBABILITY,,FL.912.DP.4.1,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.10,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.2,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.3,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.4,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.5,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.6,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.7,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.8,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,FL.912.DP.4.9,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,IN.8.DSP.5,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,NE.6.D.3.b,,,,tagged to concept: Define probability and determine the probability of events for single-stage experiments.
workbook_only,PS_PROBABILITY,,NE.7.D.3.b,,,,tagged to concept: Define probability and determine the probability of events for single-stage experiments.
workbook_only,PS_PROBABILITY,,NY.6.SP.8a,,,,tagged to concept: Define probability and determine the probability of events for single-stage experiments.
workbook_only,PS_PROBABILITY,,OK.A1.D.2.1,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,OK.A1.D.2.2,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,OK.PA.D.2.3,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,SC.6.DPSR.2.1,,,,tagged to concept: Define probability and determine the probability of events for single-stage experiments.
workbook_only,PS_PROBABILITY,,SC.8.DPSR.2.2,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,TX.7.6E,,,,tagged to concept: Define probability and determine the probability of events for single-stage experiments.
workbook_only,PS_PROBABILITY,,TX.G.13A,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,TX.G.13C,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,TX.G.13D,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,TX.G.13E,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,VA.8.PS.1.a,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,VA.8.PS.1.b,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,PS_PROBABILITY,,VA.8.PS.1.d,,,,tagged to concept: Use counting principles to find probabilities
workbook_only,RP_COORDINATE_SYSTEM,,5.OA.B.3,,,,tagged to concept: Construct a coordinate system by using two perpendicular number lines that intersect at the origin (Quadrant I only).
workbook_only,TIM,,4.OA.A.3,,,,"tagged to concept: Solve multistep elapsed time problems,Estimate and check the reasonableness of durations"
workbook_only,TIM,,CA.2.MD.7,,,,"tagged to concept: Read and write moments to the nearest 5 minutes
Use a.m. and p.m."
workbook_only,TIM,,CA.2.NBT.7.1,,,,tagged to concept: Estimate and check the reasonableness of durations
workbook_only,TIM,,CA.4.OA.3,,,,"tagged to concept: Solve multistep elapsed time problems,Estimate and check the reasonableness of durations"
workbook_only,TIM,,FL.2.M.2.1,,,,"tagged to concept: Read and write moments to the nearest 5 minutes
Use a.m. and p.m."
workbook_only,TIM,,OK.3.GM.3.1,,,,"tagged to concept: Read and write moments to the nearest 5 minutes
Use a.m. and p.m."
workbook_only,TIM,,TX.5.3A,,,,tagged to concept: Estimate and check the reasonableness of durations
workbook_only,WHO,,1.NBT.B.2-2.c,,,,"tagged to concept: •	Represent, compose, and decompose numbers"
workbook_only,WHO,,1.NBT.B.2-2c,,,,"tagged to concept: •	Identify the place value unit
•	Read numbers
•	Understand the value of a digit according to the place of the digit wit"
workbook_only,WHO,,2.NBT.A.1-1.b,,,,"tagged to concept: •	Represent, compose, and decompose numbers"
workbook_only,WHO,,2.NBT.A.1-1b,,,,"tagged to concept: •	Identify the place value unit
•	Read numbers
•	Understand the value of a digit according to the place of the digit wit"
workbook_only,WHO,,TX.1.2E-1.2G,,,,tagged to concept: •	Compare and order numbers
