Rows where neither concept_standards nor the category route named any
stem (§5 rule 6). Ruled: surfaced here, not chased (session brief §8).

952 rows.

band   sheet                        code                
PK5    CCSS                         K.G.B.5
PK5    CCSS                         K.MD.A.1
PK5    CCSS                         K.MD.B.3
PK5    CCSS                         K.OA.A.5
PK5    California-not CCSS          CA.5.OA.2.1
PK5    Florida                      FL.1.DP.1.1
PK5    Florida                      FL.1.DP.1.2
PK5    Florida                      FL.1.FR.1.1
PK5    Florida                      FL.1.M.1.2
PK5    Florida                      FL.1.M.2.2
PK5    Florida                      FL.1.M.2.3
PK5    Florida                      FL.1.NSO.2.4
PK5    Florida                      FL.1.NSO.2.5
PK5    Florida                      FL.2.DP.1.1
PK5    Florida                      FL.2.DP.1.2
PK5    Florida                      FL.2.FR.1.1
PK5    Florida                      FL.2.FR.1.2
PK5    Florida                      FL.2.GR.1.3
PK5    Florida                      FL.2.M.1.2
PK5    Florida                      FL.2.M.1.3
PK5    Florida                      FL.2.M.2.2
PK5    Florida                      FL.2.NSO.2.3
PK5    Florida                      FL.3.AR.3.1
PK5    Florida                      FL.3.AR.3.2
PK5    Florida                      FL.3.DP.1.1
PK5    Florida                      FL.3.DP.1.2
PK5    Florida                      FL.3.FR.1.2
PK5    Florida                      FL.3.FR.1.3
PK5    Florida                      FL.3.FR.2.2
PK5    Florida                      FL.3.GR.1.3
PK5    Florida                      FL.3.GR.2.2
PK5    Florida                      FL.3.M.1.1
PK5    Florida                      FL.3.M.1.2
PK5    Florida                      FL.3.NSO.2.1
PK5    Florida                      FL.3.NSO.2.4
PK5    Florida                      FL.4.AR.1.2
PK5    Florida                      FL.4.AR.3.1
PK5    Florida                      FL.4.DP.1.1
PK5    Florida                      FL.4.DP.1.2
PK5    Florida                      FL.4.DP.1.3
PK5    Florida                      FL.4.FR.1.1
PK5    Florida                      FL.4.FR.1.3
PK5    Florida                      FL.4.FR.2.1
PK5    Florida                      FL.4.FR.2.2
PK5    Florida                      FL.4.FR.2.3
PK5    Florida                      FL.4.M.1.1
PK5    Florida                      FL.4.M.2.2
PK5    Florida                      FL.5.AR.1.2
PK5    Florida                      FL.5.AR.2.1
PK5    Florida                      FL.5.DP.1.1
PK5    Florida                      FL.5.DP.1.2
PK5    Florida                      FL.5.FR.2.1
PK5    Florida                      FL.5.FR.2.4
PK5    Florida                      FL.5.GR.3.1
PK5    Florida                      FL.5.GR.3.2
PK5    Florida                      FL.5.GR.3.3
PK5    Florida                      FL.5.M.2.1
PK5    Florida                      FL.K.AR.2.1
PK5    Florida                      FL.K.DP.1.1
PK5    Florida                      FL.K.GR.1.1
PK5    Florida                      FL.K.M.1.1
PK5    Florida                      FL.K.M.1.2
PK5    Florida                      FL.K.M.1.3
PK5    Other State Standards Gaps   AL.3.DA.16.a
PK5    Other State Standards Gaps   AR.4.DA.1
PK5    Other State Standards Gaps   AR.5.DA.1
PK5    Other State Standards Gaps   GA.3.GSR.6.3
PK5    Other State Standards Gaps   GA.3.MDR.5.1
PK5    Other State Standards Gaps   GA.5.MDR.7.2
PK5    Other State Standards Gaps   IA.2.MD.D.IA.2
PK5    Other State Standards Gaps   ID.5.MD.B.2
PK5    Other State Standards Gaps   KY.1.MD.4
PK5    Other State Standards Gaps   KY.1.MD.4.a
PK5    Other State Standards Gaps   KY.1.MD.4.b
PK5    Other State Standards Gaps   KY.2.MD.9
PK5    Other State Standards Gaps   KY.2.MD.9a
PK5    Other State Standards Gaps   KY.3.MD.3
PK5    Other State Standards Gaps   KY.3.MD.3.a
PK5    Other State Standards Gaps   KY.3.MD.4
PK5    Other State Standards Gaps   KY.3.MD.4.a
PK5    Other State Standards Gaps   KY.4.MD.4.a
PK5    Other State Standards Gaps   KY.5.MD.2
PK5    Other State Standards Gaps   MD.1.DS.A.1.a
PK5    Other State Standards Gaps   MD.1.DS.A.1.b
PK5    Other State Standards Gaps   MD.1.DS.A.1.d
PK5    Other State Standards Gaps   MD.2.DS.A.1.a
PK5    Other State Standards Gaps   MD.2.DS.A.1.b
PK5    Other State Standards Gaps   MD.2.DS.A.1.d
PK5    Other State Standards Gaps   MD.2.GR.B.6
PK5    Other State Standards Gaps   MD.3.DS.A.1.b
PK5    Other State Standards Gaps   MD.4.DS.A.1.b
PK5    Other State Standards Gaps   MD.4.DS.A.1.c
PK5    Other State Standards Gaps   MD.5.DS.A.1.b
PK5    Other State Standards Gaps   MN.1.1.1.1
PK5    Other State Standards Gaps   MN.1.1.2.1
PK5    Other State Standards Gaps   MN.2.1.1.1
PK5    Other State Standards Gaps   MN.2.1.1.2
PK5    Other State Standards Gaps   MN.2.1.2.1
PK5    Other State Standards Gaps   MN.3.1.1.1
PK5    Other State Standards Gaps   MN.3.1.1.2
PK5    Other State Standards Gaps   MN.3.1.1.3
PK5    Other State Standards Gaps   MN.3.1.1.5
PK5    Other State Standards Gaps   MN.3.1.2.1
PK5    Other State Standards Gaps   MN.4.1.1.1
PK5    Other State Standards Gaps   MN.4.1.1.2
PK5    Other State Standards Gaps   MN.4.1.1.4
PK5    Other State Standards Gaps   MN.4.1.2.1
PK5    Other State Standards Gaps   MN.4.1.2.2
PK5    Other State Standards Gaps   MN.5.1.1.1
PK5    Other State Standards Gaps   MN.5.1.1.2
PK5    Other State Standards Gaps   MN.5.1.1.3
PK5    Other State Standards Gaps   MN.5.1.1.4
PK5    Other State Standards Gaps   MN.5.1.1.5
PK5    Other State Standards Gaps   MN.5.1.2.1
PK5    Other State Standards Gaps   MN.5.1.2.2
PK5    Other State Standards Gaps   MN.PK.M10.9
PK5    Other State Standards Gaps   NC.5.MD.2
PK5    Other State Standards Gaps   ND.3.DPS.D.1
PK5    Other State Standards Gaps   ND.3.GM.G.3
PK5    Other State Standards Gaps   ND.4.DPS.D.1
PK5    Other State Standards Gaps   NE.2.D.1.a
PK5    Other State Standards Gaps   NE.2.D.1.b
PK5    Other State Standards Gaps   NE.5.A.1.d
PK5    Other State Standards Gaps   NJ.2.DL.A.1
PK5    Other State Standards Gaps   NJ.2.DL.A.2
PK5    Other State Standards Gaps   NJ.3.DL.A.1
PK5    Other State Standards Gaps   NJ.3.DL.A.2
PK5    Other State Standards Gaps   NJ.4.DL.A.1
PK5    Other State Standards Gaps   NJ.4.DL.A.2
PK5    Other State Standards Gaps   NJ.4.DL.A.3
PK5    Other State Standards Gaps   NJ.5.DL.A.2
PK5    Other State Standards Gaps   NJ.5.DL.A.3
PK5    Other State Standards Gaps   OK.K.D.1.1
PK5    Other State Standards Gaps   OR.4.DR.A.1
PK5    Other State Standards Gaps   OR.5.DR.A.1
PK5    Other State Standards Gaps   SC.3.DPSR.2.1
PK5    Other State Standards Gaps   SC.4.DPSR.1.1
PK5    Other State Standards Gaps   SC.4.DPSR.2.1
PK5    Other State Standards Gaps   SC.5.DPSR.2.1
PK5    Other State Standards Gaps   VA.1.PS.1.c
PK5    Other State Standards Gaps   VA.1.PS.1.d
PK5    Other State Standards Gaps   VA.2.MG.3.a
PK5    Other State Standards Gaps   VA.2.MG.3.b
PK5    Other State Standards Gaps   VA.2.MG.3.c
PK5    Other State Standards Gaps   VA.2.PS.1.a
PK5    Other State Standards Gaps   VA.2.PS.1.b
PK5    Other State Standards Gaps   VA.3.PS.1.a
PK5    Other State Standards Gaps   VA.3.PS.1.b
PK5    Other State Standards Gaps   VA.4.PS.1.a
PK5    Other State Standards Gaps   VA.4.PS.1.b
PK5    Other State Standards Gaps   VA.4.PS.2.a
PK5    Other State Standards Gaps   VA.4.PS.2.b
PK5    Other State Standards Gaps   VA.4.PS.2.c
PK5    Other State Standards Gaps   VA.4.PS.2.d
PK5    Other State Standards Gaps   VA.4.PS.2.e
PK5    Other State Standards Gaps   VA.5.CE.4.a.i
PK5    Other State Standards Gaps   VA.5.CE.4.a.ii
PK5    Other State Standards Gaps   VA.5.CE.4.a.iii
PK5    Other State Standards Gaps   VA.5.CE.4.a.iv
PK5    Other State Standards Gaps   VA.5.CE.4.b
PK5    Other State Standards Gaps   VA.5.PS.1.b
PK5    Other State Standards Gaps   VA.5.PS.3.a
PK5    Other State Standards Gaps   VA.5.PS.3.b
PK5    Other State Standards Gaps   VA.K.PS.1.c
PK5    Other State Standards Gaps   VA.K.PS.1.d
PK5    Texas                        TX.1.2E
PK5    Texas                        TX.1.3E
PK5    Texas                        TX.1.4A
PK5    Texas                        TX.1.4B
PK5    Texas                        TX.1.4C
PK5    Texas                        TX.1.6C
PK5    Texas                        TX.1.7A
PK5    Texas                        TX.1.7B
PK5    Texas                        TX.1.7C
PK5    Texas                        TX.1.7D
PK5    Texas                        TX.1.8A
PK5    Texas                        TX.1.8B
PK5    Texas                        TX.1.8C
PK5    Texas                        TX.1.9A
PK5    Texas                        TX.1.9B
PK5    Texas                        TX.1.9C
PK5    Texas                        TX.1.9D
PK5    Texas                        TX.2.10A
PK5    Texas                        TX.2.10B
PK5    Texas                        TX.2.10C
PK5    Texas                        TX.2.10D
PK5    Texas                        TX.2.11A
PK5    Texas                        TX.2.11B
PK5    Texas                        TX.2.11C
PK5    Texas                        TX.2.11D
PK5    Texas                        TX.2.11E
PK5    Texas                        TX.2.11F
PK5    Texas                        TX.2.3D
PK5    Texas                        TX.2.5A
PK5    Texas                        TX.2.5B
PK5    Texas                        TX.2.9A
PK5    Texas                        TX.2.9B
PK5    Texas                        TX.2.9D
PK5    Texas                        TX.2.9F
PK5    Texas                        TX.3.3B
PK5    Texas                        TX.3.3F
PK5    Texas                        TX.3.3G
PK5    Texas                        TX.3.4C
PK5    Texas                        TX.3.4D
PK5    Texas                        TX.3.4E
PK5    Texas                        TX.3.4I
PK5    Texas                        TX.3.5C
PK5    Texas                        TX.3.5E
PK5    Texas                        TX.3.7A
PK5    Texas                        TX.3.7D
PK5    Texas                        TX.3.7E
PK5    Texas                        TX.3.8A
PK5    Texas                        TX.3.8B
PK5    Texas                        TX.3.9A
PK5    Texas                        TX.3.9B
PK5    Texas                        TX.3.9C
PK5    Texas                        TX.3.9D
PK5    Texas                        TX.3.9E
PK5    Texas                        TX.3.9F
PK5    Texas                        TX.4.10A
PK5    Texas                        TX.4.10B
PK5    Texas                        TX.4.10C
PK5    Texas                        TX.4.10D
PK5    Texas                        TX.4.10E
PK5    Texas                        TX.4.2H
PK5    Texas                        TX.4.3B
PK5    Texas                        TX.4.3F
PK5    Texas                        TX.4.4C
PK5    Texas                        TX.4.6B
PK5    Texas                        TX.4.6D
PK5    Texas                        TX.4.8A
PK5    Texas                        TX.4.9A
PK5    Texas                        TX.4.9B
PK5    Texas                        TX.5.10A
PK5    Texas                        TX.5.10B
PK5    Texas                        TX.5.10C
PK5    Texas                        TX.5.10D
PK5    Texas                        TX.5.10E
PK5    Texas                        TX.5.10F
PK5    Texas                        TX.5.3K
PK5    Texas                        TX.5.4A
PK5    Texas                        TX.5.4D
PK5    Texas                        TX.5.4E
PK5    Texas                        TX.5.4G
PK5    Texas                        TX.5.6A
PK5    Texas                        TX.5.6B
PK5    Texas                        TX.5.9A
PK5    Texas                        TX.5.9B
PK5    Texas                        TX.5.9C
PK5    Texas                        TX.K.3C
PK5    Texas                        TX.K.4A
PK5    Texas                        TX.K.7A
PK5    Texas                        TX.K.7B
PK5    Texas                        TX.K.8A
PK5    Texas                        TX.K.8B
PK5    Texas                        TX.K.8C
PK5    Texas                        TX.K.9A
PK5    Texas                        TX.K.9B
PK5    Texas                        TX.K.9C
PK5    Texas                        TX.K.9D
