source_file,concept_skill,node_text,rejected_text,source_cell
MH2_PK5_NumberSystemsandStructures_Whole Numbers and Base Ten Structure.docx,Round numbers by using place value.,Round numbers by using place value.,VS.2.NS.1.g,"3.NBT.A.1
4.NBT.A.3
5.NBT.A.4

FL.2.NSO.1.4
FL.3.NSO.1.4
FL.4.NSO.1.4
FL.5.NSO.1.5
TX.3.2C
TX.4.2D
TX.5.2C
 
MO.5.NBT.A.5
OH.5.NBT.4
OK.3.N.1.5, OK.3.N.2.4 larger place values than core G3
PA.M03.D-M.1.3.3 money amounts to nearest dollar
VA.2.CE.1.a, VS.2.NS.1.g round to nearest 10 to estimate in word problems"
